seed -- A -- B -- C -- D
650,3,2,1
651,2,3,1
652,2,2,0
653,1,1,1
654,2,3,2
655,1,1,1
656,3,0,0
657,3,0,0
658,0,0,1
659,0,0,2
660,0,0,0
661,1,3,1
662,0,3,3
663,3,2,0
664,2,1,3
665,3,1,3
666,1,0,1
667,1,3,0
668,2,1,0
669,3,0,3
670,1,0,1
671,1,3,3
672,2,3,3
673,1,1,3
674,2,0,1
675,1,3,2
676,2,2,0
677,0,0,0
678,3,2,1
679,0,1,2
680,3,0,1
681,0,1,1
682,1,3,3
683,0,0,1
684,1,2,3
685,2,2,0
686,1,1,3
687,2,3,3
688,3,1,2
689,0,2,1
690,1,1,0
691,3,3,2
692,1,1,2
693,1,0,1
694,2,1,2
695,3,2,2
696,1,3,2
697,3,0,2
698,1,1,2
699,1,1,1
700,1,1,2
701,3,1,1
702,1,0,0
703,0,3,2
704,3,2,3
705,1,0,0
706,0,2,0
707,2,1,3
708,0,0,2
709,3,0,0
710,0,3,3
711,2,0,3
712,0,0,3
713,3,0,3
714,2,3,1
715,0,2,2
716,1,0,0
717,2,0,3
718,3,0,3
719,0,1,0
720,1,0,1
721,3,2,0
722,1,2,1
723,3,3,3
724,3,2,2
725,3,3,1
726,1,2,0
727,3,2,3
728,1,0,2
729,0,1,3
730,3,2,1
731,3,1,0
732,0,3,2
733,2,0,0
734,0,2,2
735,0,2,0
736,2,2,1
737,1,3,1
738,3,1,1
739,3,0,3
740,2,3,3
741,0,0,2
742,3,2,1
743,0,2,0
744,2,0,2
745,2,3,3
746,1,0,0
747,2,2,2
748,0,1,1
749,0,2,0
750,3,2,0
751,1,1,0
752,3,2,2
753,0,0,0
754,1,1,2
755,0,3,2
756,1,2,1
757,3,0,0
758,3,3,3
759,1,1,1
760,3,0,1
761,1,3,1
762,3,0,3
763,0,0,2
764,2,2,0
765,1,2,1
766,3,0,2
767,0,1,0
768,3,1,1
769,0,0,3
770,2,2,0
771,3,1,1
772,0,3,0
773,1,2,3
774,3,3,2
775,1,1,3
776,0,0,3
777,1,3,1
778,3,2,3
779,1,1,1
780,0,0,0
781,0,2,0
782,2,0,2
783,2,1,2
784,1,3,1
785,1,0,2
786,2,3,0
787,2,0,3
788,3,2,1
789,1,3,3
790,0,3,2
791,2,1,2
792,1,0,2
793,1,3,3
794,0,1,1
795,3,3,1
796,0,2,3
797,3,2,3
798,3,3,3
799,0,1,0
800,0,2,0
801,2,1,2
802,3,3,0
803,1,1,1
804,0,0,2
805,1,3,3
806,1,2,3
807,2,0,2
808,2,1,1
809,0,2,1
810,2,1,1
811,1,1,0
812,2,0,3
813,3,3,1
814,3,3,3
815,1,0,0
816,2,2,0
817,2,1,0
818,2,1,1
819,0,3,2
820,2,1,0
821,0,1,2
822,1,0,1
823,2,2,3
824,0,3,1
825,2,2,3
826,0,2,1
827,1,1,3
828,2,2,1
829,2,1,3
830,1,0,3
831,3,1,2
832,3,3,2
833,1,1,3
834,0,3,3
835,2,0,0
836,3,1,2
837,1,2,0
838,3,1,0
839,1,1,2
840,2,1,0
841,3,3,1
842,0,2,2
843,2,0,0
844,2,1,3
845,1,2,3
846,3,2,1
847,3,0,1
848,2,0,2
849,3,2,1
850,1,3,0
851,3,2,1
852,3,0,2
853,0,3,3
854,3,1,3
855,3,1,2
856,1,3,0
857,0,2,2
858,2,3,0
859,0,2,2
860,2,0,1
861,1,1,2
862,0,0,0
863,2,1,1
864,1,3,2
865,1,0,0
866,1,0,3
867,0,3,1
868,2,2,3
869,0,0,1
870,3,1,1
871,0,3,3
872,3,1,3
873,1,1,2
874,3,0,0
875,2,0,1
876,3,0,2
877,2,2,1
878,0,0,2
879,0,3,0
880,2,2,3
881,0,0,0
882,3,0,2
883,2,1,1
884,0,3,0
885,0,0,3
886,2,2,0
887,0,0,3
888,2,2,2
889,1,1,3
890,3,2,1
891,3,2,1
892,2,3,2
893,2,1,2
894,0,2,2
895,0,3,1
896,2,0,3
897,2,1,2
898,1,3,3
899,2,2,2
900,1,2,1
901,3,2,2
902,0,2,2
903,1,1,1
904,0,3,2
905,1,0,1
906,0,2,1
907,0,1,2
908,3,2,1
909,3,3,2
910,1,1,1
911,2,1,3
912,0,1,3
913,2,2,2
914,1,2,1
915,0,2,0
916,2,0,0
917,2,0,1
918,2,1,0
919,1,2,0
920,0,2,2
921,3,0,1
922,2,2,0
923,0,3,1
924,3,1,1
925,1,2,3
926,1,2,0
927,2,3,3
928,3,2,0
929,1,1,0
930,0,3,2
931,2,1,2
932,0,2,1
933,0,3,2
934,0,1,3
935,2,1,2
936,3,2,1
937,0,0,3
938,0,1,3
939,0,1,0
940,0,3,2
941,2,0,3
942,1,3,1
943,0,0,0
944,2,0,2
945,2,0,3
946,2,0,1
947,2,3,2
948,3,0,1
949,0,2,3
950,1,1,1
951,1,1,2
952,1,3,1
953,1,1,3
954,2,1,3
955,0,0,2
956,0,3,1
957,2,2,2
958,1,1,3
959,3,0,0
960,3,1,3
961,1,2,0
962,2,0,2
963,0,0,1
964,3,2,1
965,1,0,3
966,1,0,1
967,2,3,3
968,1,3,0
969,1,1,3
970,1,0,0
971,1,2,2
972,0,0,0
973,0,2,0
974,3,1,3
975,2,1,1
976,2,1,3
977,0,0,0
978,2,0,0
979,0,1,1
980,1,0,3
981,0,3,1
982,2,1,2
983,1,2,2
984,1,1,2
985,0,0,3
986,2,3,1
987,0,0,1
988,0,0,3
989,2,3,3
990,0,3,2
991,0,3,2
992,3,1,2
993,1,2,1
994,2,2,3
995,1,1,1
996,3,0,0
997,2,1,2
998,2,0,3
999,2,0,3
1000,1,0,1
